City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
120,bilibino,68.0546,166.4372,-25.88,91,100,1.57,RU,1673457070
121,shingu,33.7333,135.9833,4.61,39,0,2.61,JP,1673457071
122,eyl,7.9803,49.8164,24.6,77,9,9.09,SO,1673457072
123,lavrentiya,65.5833,-171.0,-19.64,97,100,5.25,RU,1673457072
124,ambon,-3.6954,128.1814,25.08,94,40,2.57,ID,1673457072
125,aklavik,68.2191,-135.0107,-30.0,98,100,0.9,CA,1673457073
126,marzuq,14.4,46.4667,19.6,52,2,1.04,YE,1673457073
127,ribeira grande,38.5167,-28.7,17.65,82,20,6.17,PT,1673456812
128,rorvik,64.8621,11.2373,5.06,70,75,6.17,NO,1673457074
129,ortona,42.3496,14.4039,11.02,68,55,2.58,IT,1673457074
130,castro,-24.7911,-50.0119,22.77,79,100,2.98,BR,1673456910
131,bethel,41.3712,-73.414,3.27,54,40,1.54,US,1673457075
132,tuatapere,-46.1333,167.6833,10.66,88,88,1.66,NZ,1673457076
133,pandharpur,17.6667,75.3333,23.19,20,0,2.15,IN,1673457076
134,bokino,52.6374,41.4597,-14.31,76,95,6.33,RU,1673457077
135,samagaltay,50.6022,95.0047,-22.32,75,100,5.01,RU,1673457078
136,atasu,48.6814,71.6433,-26.26,99,98,2.73,KZ,1673457078
137,ternate,0.8,127.4,26.6,81,100,1.99,ID,1673457079
138,arraial do cabo,-22.9661,-42.0278,29.92,70,40,5.66,BR,1673457079
139,puerto ayora,-0.7393,-90.3518,27.98,86,37,3.13,EC,1673457080
140,olga,43.7444,135.2892,-6.06,83,100,2.46,RU,1673457080
141,saskylakh,71.9167,114.0833,-42.55,100,100,1.35,RU,1673457081
142,provideniya,64.3833,-173.3,-17.84,95,99,3.48,RU,1673457081
143,dicabisagan,17.0818,122.4157,23.08,86,100,2.87,PH,1673457082
144,faya,18.3851,42.4509,13.29,78,13,1.85,SA,1673457082
145,new norfolk,-42.7826,147.0587,14.28,68,17,0.63,AU,1673457082
146,lasa,46.6166,10.7002,2.23,94,100,2.01,IT,1673457083
147,awbari,26.5921,12.7805,14.32,46,0,2.7,LY,1673457083
148,saint-georges,12.0564,-61.7485,27.82,74,20,9.26,GD,1673457084
149,golkoy,40.6875,37.6178,0.67,49,14,3.85,TR,1673457084
150,szydlowiec,51.2282,20.8611,4.62,90,100,4.16,PL,1673457085
151,berlevag,70.8578,29.0864,-4.03,74,0,3.09,NO,1673457085
152,tsaratanana,-16.7833,47.65,24.11,91,95,1.56,MG,1673457086
153,imeni babushkina,59.7573,43.1285,-10.59,89,100,5.52,RU,1673457086
154,ponta do sol,32.6667,-17.1,20.56,81,10,1.25,PT,1673457087
155,iqaluit,63.7506,-68.5145,-29.97,90,6,4.84,CA,1673457087
156,henties bay,-22.116,14.2845,19.1,79,100,5.09,NA,1673457088
157,omboue,-1.5746,9.2618,26.97,76,92,2.69,GA,1673457088
158,chany,55.3121,76.7647,-28.27,100,66,3.0,RU,1673457088
159,markova,48.6758,24.4138,2.11,93,85,1.66,UA,1673457089
160,iwanai,42.9744,140.5089,0.02,89,92,2.25,JP,1673457089
161,soyo,-6.1349,12.3689,26.92,80,82,4.38,AO,1673457090
162,luderitz,-26.6481,15.1594,20.53,69,16,6.87,NA,1673457090
163,padang,-0.9492,100.3543,24.03,86,100,1.47,ID,1673457091
164,stromness,58.965,-3.296,7.15,82,42,7.6,GB,1673457050
165,georgetown,5.4112,100.3354,27.96,78,20,0.0,MY,1673457091
166,hope,33.6671,-93.5916,23.03,67,87,5.1,US,1673457092
167,sorland,67.667,12.6934,1.92,100,100,4.89,NO,1673457092
168,carnarvon,-24.8667,113.6333,23.18,72,0,8.84,AU,1673457093
169,fairbanks,64.8378,-147.7164,-14.0,75,75,2.06,US,1673457093
170,dalvik,65.9702,-18.5286,-0.01,94,100,5.71,IS,1673457093
171,cumra,37.5732,32.7745,7.08,85,100,7.86,TR,1673457094
172,rio grande city,26.3798,-98.8203,24.5,53,1,6.34,US,1673457094
173,sioux lookout,50.1001,-91.917,-1.54,95,100,1.65,CA,1673457095
174,svirstroy,60.7999,33.7248,-4.46,92,100,5.04,RU,1673457095
175,marsh harbour,26.5412,-77.0636,22.21,58,18,1.49,BS,1673457096
176,noumea,-22.2763,166.4572,18.99,76,2,0.97,NC,1673457096
177,laguna,38.421,-121.4238,12.23,80,100,4.63,US,1673457096
178,khatanga,71.9667,102.5,-39.4,99,98,2.8,RU,1673457097
179,meulaboh,4.1363,96.1285,24.81,85,85,1.34,ID,1673457097
180,tabory,58.5198,64.5495,-12.82,85,100,5.58,RU,1673457098
181,japura,-0.3167,102.35,22.76,98,100,1.02,ID,1673457098
182,namatanai,-3.6667,152.4333,25.91,83,99,1.74,PG,1673457099
183,dikson,73.5069,80.5464,-33.45,98,97,2.34,RU,1673457099
184,wicklow,53.0,-6.4167,4.49,89,99,7.15,IE,1673457100
185,shu,43.5983,73.7614,-18.79,98,78,0.84,KZ,1673457100
186,brae,60.3964,-1.353,5.77,93,100,9.19,GB,1673457100
187,kaitangata,-46.2817,169.8464,11.09,90,99,3.0,NZ,1673457101
188,kinablangan,7.6947,126.5503,25.12,87,100,3.82,PH,1673457101
189,polunochnoye,60.8697,60.4153,-11.69,75,100,5.43,RU,1673457102
190,geraldton,-28.7667,114.6,18.23,72,0,6.69,AU,1673456848
191,grand baie,-20.0182,57.5802,26.36,72,71,3.13,MU,1673456845
192,tuktoyaktuk,69.4541,-133.0374,-32.67,98,46,3.74,CA,1673457103
193,canals,38.9625,-0.5844,16.99,64,40,2.86,ES,1673457104
194,bairiki,1.3292,172.9752,27.0,89,75,4.63,KI,1673457104
195,talnakh,69.4865,88.3972,-37.11,99,100,2.14,RU,1673457105
196,marawi,7.9986,124.2928,20.42,99,100,0.32,PH,1673457105
197,pacific grove,36.6177,-121.9166,11.48,91,100,0.89,US,1673457106
198,mubi,10.2676,13.2644,24.89,18,9,3.35,NG,1673457106
199,lorengau,-2.0226,147.2712,26.56,81,100,2.2,PG,1673457106
200,saint-joseph,-21.3667,55.6167,25.21,82,100,5.42,RE,1673457107
201,sivas,39.7916,37.0019,-0.65,64,0,3.6,TR,1673457107
202,north bend,43.4065,-124.2243,9.36,94,100,4.12,US,1673457108
203,arman,59.7,150.1667,-29.21,83,15,2.7,RU,1673457108
204,bahile,9.9995,118.7878,24.32,86,100,0.61,PH,1673457108
205,meadow lake,34.8014,-106.5436,9.16,45,45,12.1,US,1673457109
206,nizhniy chir,48.3597,43.0865,-13.01,75,25,8.22,RU,1673457110
207,fort wellington,6.4,-57.6,26.82,78,43,4.35,GY,1673457111
208,srandakan,-7.9386,110.2506,25.45,84,48,0.66,ID,1673457111
209,avera,33.194,-82.5271,17.73,55,61,3.09,US,1673457111
210,nampula,-15.1165,39.2666,21.83,97,100,1.64,MZ,1673457112
211,maneadero,31.7167,-116.5667,11.72,84,93,1.78,MX,1673457112
212,clyde river,70.4692,-68.5914,-22.42,84,100,1.94,CA,1673457113
213,baherden,38.4362,57.4316,-7.65,74,95,5.43,TM,1673457113
214,dakar,14.6937,-17.4441,32.49,56,0,8.98,SN,1673457113
215,nacimiento,-37.5,-72.6667,23.43,13,0,4.65,CL,1673457114
216,muros,42.7762,-9.0603,13.94,78,18,2.02,ES,1673457114
217,kodiak,57.79,-152.4072,-1.27,93,100,2.06,US,1673457115
218,broome,42.2506,-75.833,3.7,73,100,2.57,US,1673457115
219,bilma,18.6853,12.9164,18.2,20,0,2.75,NE,1673457116
220,khani,41.9563,42.9566,-0.24,70,6,3.31,GE,1673457116
221,vitim,59.4511,112.5578,-26.74,93,100,4.02,RU,1673457117
222,okhotsk,59.3833,143.3,-29.66,85,69,2.42,RU,1673457117
223,asfi,32.2994,-9.2372,18.25,71,81,8.02,MA,1673457118
224,qaqortoq,60.7167,-46.0333,-5.81,86,100,2.79,GL,1673457118
225,birjand,32.8663,59.2211,-2.71,46,0,2.49,IR,1673457119
226,funadhoo,6.15,73.2667,26.69,73,56,4.22,MV,1673457119
227,talcahuano,-36.7167,-73.1167,20.82,37,0,8.23,CL,1673457120
228,les cayes,18.2,-73.75,29.59,55,7,3.78,HT,1673457120
229,horst,52.3083,5.5819,9.97,83,39,0.89,NL,1673457121
230,mazamari,-11.3258,-74.5308,31.64,48,91,1.67,PE,1673457121
231,shiraz,29.6036,52.5388,5.69,61,40,0.0,IR,1673457122
232,guilin,25.2819,110.2864,12.66,93,97,0.56,CN,1673457122
233,shorapani,42.0898,43.0866,0.4,62,5,7.09,GE,1673457122
234,belmopan,17.25,-88.7667,25.21,87,59,1.3,BZ,1673456974
235,dhidhdhoo,6.8833,73.1,26.73,69,12,3.87,MV,1673457124
236,celestun,20.8667,-90.4,25.49,65,4,3.0,MX,1673457124
237,hattiesburg,31.3271,-89.2903,23.18,76,75,7.2,US,1673456932
238,general roca,-39.0333,-67.5833,25.9,10,0,7.7,AR,1673457125
239,jieshi,22.8134,115.8257,17.61,87,86,7.01,CN,1673457126
240,sault sainte marie,46.5168,-84.3333,-1.69,93,100,5.14,CA,1673457126
241,san policarpo,12.1791,125.5072,24.89,89,100,9.81,PH,1673457127
242,san juan,-31.5375,-68.5364,32.01,27,59,4.88,AR,1673456880
243,narsaq,60.9167,-46.05,-6.88,75,100,2.76,GL,1673457128
244,liverpool,53.4106,-2.9779,8.49,70,40,10.29,GB,1673457129
245,oeiras do para,-2.0031,-49.8544,31.41,53,68,2.33,BR,1673456988
246,san cristobal,7.7669,-72.225,23.1,61,84,1.92,VE,1673457129
247,luanda,-8.8368,13.2343,26.06,78,92,6.43,AO,1673456902
248,lebyazhye,55.2689,66.4947,-17.26,85,96,6.85,RU,1673457130
249,mahebourg,-20.4081,57.7,26.25,78,97,6.69,MU,1673457131
250,jumla,29.2747,82.1838,6.62,46,100,2.48,NP,1673457132
251,otavalo,0.2333,-78.2667,16.12,84,100,0.96,EC,1673457132
252,moorhead,46.8739,-96.7676,-4.99,92,100,9.26,US,1673457061
253,dumabato,16.3167,121.7,19.44,98,100,0.67,PH,1673457133
254,guadalajara,20.6667,-103.3333,19.87,40,0,1.54,MX,1673457133
255,evensk,61.95,159.2333,-12.57,94,100,2.07,RU,1673457134
256,mirnyy,62.5353,113.9611,-37.65,66,32,7.15,RU,1673457134
257,tawau,4.2498,117.8871,25.13,86,100,2.41,MY,1673457135
258,igarka,67.4667,86.5833,-32.53,98,100,1.89,RU,1673457135
259,arrifes,37.7667,-25.7,16.14,77,40,4.12,PT,1673457136
260,fortuna,40.5982,-124.1573,13.19,85,40,14.92,US,1673457136
261,puerto escondido,15.85,-97.0667,28.46,57,0,2.57,MX,1673457137
262,sinnamary,5.3833,-52.95,26.4,85,81,4.66,GF,1673457137
263,hirara,24.8,125.2833,21.5,80,29,8.85,JP,1673457138
264,sechura,-5.5569,-80.8222,26.1,56,98,2.91,PE,1673457138
265,dunedin,-45.8742,170.5036,11.43,89,84,4.57,NZ,1673457139
266,taurianova,38.3563,16.0109,13.88,67,5,3.76,IT,1673457140
267,necochea,-38.5473,-58.7368,24.37,61,100,2.58,AR,1673457140
268,taybad,34.74,60.7756,-16.25,97,36,3.17,IR,1673457141
269,iskateley,67.6803,53.1512,-11.09,95,100,4.83,RU,1673457141
270,sisimiut,66.9395,-53.6735,-18.29,89,17,4.47,GL,1673457141
271,machinga,-15.1685,35.3,21.27,91,100,1.43,MW,1673457142
272,berea,41.3662,-81.8543,7.49,71,75,4.12,US,1673457142
273,biltine,14.5333,20.9167,23.65,17,68,3.9,TD,1673457143
274,pisco,-13.7,-76.2167,22.23,83,75,3.6,PE,1673457143
275,mungeli,22.0667,81.6833,15.07,39,0,1.98,IN,1673457144
276,lusambo,-4.9667,23.45,20.11,99,100,1.92,CD,1673457145
277,cahors,44.4167,1.3333,7.46,93,63,2.66,FR,1673457145
278,lobito,-12.3481,13.5456,24.94,73,71,2.28,AO,1673457146
279,walvis bay,-22.9575,14.5053,19.5,73,100,7.61,NA,1673457146
280,jalpan,21.2333,-99.4833,24.93,45,3,1.39,MX,1673457030
281,bathsheba,13.2167,-59.5167,29.34,65,40,6.17,BB,1673457147
282,hofn,64.2539,-15.2082,1.01,60,0,3.6,IS,1673457147
283,vardo,70.3705,31.1107,-5.01,86,75,8.75,NO,1673457148
284,bodden town,19.2833,-81.25,29.0,66,20,6.69,KY,1673457149
285,severo-yeniseyskiy,60.3725,93.0408,-33.94,95,100,3.77,RU,1673457149
286,haimen,23.1935,116.6142,16.56,90,79,5.01,CN,1673457149
287,suntar,62.1444,117.6319,-38.68,97,74,1.97,RU,1673457150
288,vestmannaeyjar,63.4427,-20.2734,2.55,80,0,1.03,IS,1673457150
289,ostrovnoy,68.0531,39.5131,-13.58,97,79,5.04,RU,1673457151
290,santa cruz de la palma,28.6835,-17.7642,20.63,88,75,7.72,ES,1673457152
291,waterfoot,53.6929,-2.2525,6.28,88,99,3.13,GB,1673457152
292,drayton valley,53.2168,-114.9854,-8.78,99,96,0.66,CA,1673457152
293,marystown,47.1666,-55.1483,-3.07,69,95,8.47,CA,1673457153
294,imbituba,-28.24,-48.6703,26.56,75,86,4.88,BR,1673457154
295,black river,18.0264,-77.8487,28.58,57,0,2.85,JM,1673457154
296,ketchikan,55.3422,-131.6461,6.26,87,100,1.54,US,1673457154
297,skara,58.3866,13.4384,5.57,92,100,4.92,SE,1673457155
298,kundiawa,-6.0167,144.9667,15.5,96,98,1.46,PG,1673457155
299,pevek,69.7008,170.3133,-31.45,100,93,0.53,RU,1673457156
300,ngunguru,-35.6167,174.5,17.73,84,53,5.17,NZ,1673457156
301,mosquera,4.7059,-74.2302,18.05,59,75,2.06,CO,1673456943
302,chernenko,44.365,39.3103,-1.45,67,44,1.21,RU,1673457157
303,naberera,-4.2,36.9333,20.99,64,97,5.51,TZ,1673457157
304,campbell river,50.0163,-125.2446,4.69,100,100,1.54,CA,1673457056
305,magadan,59.5667,150.8,-26.59,75,17,1.8,RU,1673457049
306,llangefni,53.2556,-4.3106,8.88,66,75,13.38,GB,1673457158
307,severo-kurilsk,50.6789,156.125,-5.86,71,89,11.67,RU,1673457159
308,khorixas,-20.3667,14.9667,26.56,40,100,7.6,NA,1673457160
309,tarata,-17.6167,-66.0167,25.04,30,1,1.46,BO,1673457160
310,villanueva,15.3167,-88.0,26.55,69,20,3.6,HN,1673457161
311,halifax,44.6453,-63.5724,-2.5,67,72,2.24,CA,1673456880
312,yulara,-25.2406,130.9889,29.16,40,6,3.08,AU,1673457161
313,krasnyy oktyabr,56.1167,38.8833,-9.93,92,100,5.79,RU,1673457162
314,soderhamn,61.3037,17.0592,4.97,83,84,6.4,SE,1673457162
315,lerwick,60.1545,-1.1494,8.0,88,99,8.7,GB,1673456911
316,buala,-8.145,159.5921,26.8,81,98,2.71,SB,1673457163
317,husavik,66.0449,-17.3389,-0.06,97,100,5.13,IS,1673457164
318,labytnangi,66.6572,66.4183,-20.44,95,100,1.27,RU,1673457165
319,benghazi,32.1167,20.0667,16.22,53,12,7.67,LY,1673457165
320,eureka,40.8021,-124.1637,13.34,83,100,5.9,US,1673457166
321,kamenskiy,50.8855,45.488,-18.31,95,12,3.56,RU,1673457166
322,esperance,-33.8667,121.9,18.94,82,96,5.13,AU,1673457166
323,pringsewu,-5.3582,104.9744,23.41,91,92,2.55,ID,1673457167
324,ranong,9.9658,98.6348,23.97,90,90,0.65,TH,1673456955
325,berdigestyakh,62.0989,126.6992,-38.8,100,88,1.47,RU,1673457168
326,vila velha,-20.3297,-40.2925,29.97,77,20,7.72,BR,1673457168
327,tupik,54.4253,119.9327,-17.46,91,100,1.07,RU,1673457169
328,kulhudhuffushi,6.6221,73.07,26.68,71,29,4.05,MV,1673457169
329,darab,28.7519,54.5444,9.23,57,0,3.01,IR,1673457170
330,villamontes,-21.25,-63.5,38.34,24,0,3.33,BO,1673457171
331,baykit,61.67,96.37,-32.11,98,100,1.51,RU,1673457172
332,coquimbo,-29.9533,-71.3436,21.85,73,0,6.69,CL,1673457172
333,wum,6.3833,10.0667,25.03,22,49,2.03,CM,1673457172
334,kaitong,44.8135,123.15,-4.21,70,7,3.82,CN,1673457173
335,ejura,7.3856,-1.3562,34.69,11,0,1.98,GH,1673457173
336,ipiales,0.8302,-77.6496,15.97,55,75,4.12,CO,1673457174
337,ati,13.2154,18.3353,23.59,19,53,4.47,TD,1673457175
338,mandalgovi,45.7625,106.2708,-6.6,56,79,3.14,MN,1673457175
339,teguise,29.0605,-13.564,20.12,68,40,9.26,ES,1673457175
340,banagher,53.1886,-7.9867,6.85,89,97,5.48,IE,1673457176
341,salalah,17.0151,54.0924,24.05,64,0,1.03,OM,1673457177
342,hami,42.8,93.45,-1.87,36,100,3.85,CN,1673457177
343,bethanien,-26.502,17.1583,36.3,12,95,2.21,NA,1673457178
344,port macquarie,-31.4333,152.9167,17.11,91,48,1.39,AU,1673457178
345,benicarlo,40.4165,0.4271,16.25,55,98,9.15,ES,1673457179
346,uarini,-2.99,-65.1083,33.33,47,61,1.97,BR,1673457179
347,krasnoselkup,65.7,82.4667,-41.03,100,49,2.7,RU,1673457180
348,talakan,50.3167,130.3667,-15.11,99,100,0.52,RU,1673457181
349,ust-tsilma,65.441,52.1498,-8.0,94,100,3.31,RU,1673457181
350,leningradskiy,69.3833,178.4167,-30.3,97,20,2.08,RU,1673457182
351,tarakan,3.3,117.6333,26.42,79,99,2.27,ID,1673456975
352,sao felix do xingu,-6.6447,-51.995,27.86,74,99,0.89,BR,1673457182
353,charleston,32.7766,-79.9309,19.49,46,0,2.06,US,1673457132
354,mabaruma,8.2,-59.7833,26.92,81,84,2.58,GY,1673457183
355,vanimo,-2.6741,141.3028,24.91,89,100,0.64,PG,1673457183
356,bam,29.106,58.357,5.13,39,47,5.29,IR,1673457184
357,juneau,58.3019,-134.4197,0.68,100,100,0.0,US,1673457112
358,strezhevoy,60.7333,77.5889,-37.69,98,55,2.85,RU,1673457185
359,flinders,-34.5833,150.8552,21.32,79,94,2.0,AU,1673457185
360,lompoc,34.6391,-120.4579,12.66,92,0,6.17,US,1673457186
361,rio bravo,25.9833,-98.1,25.6,69,20,5.14,MX,1673457186
362,palora,-1.7,-77.9333,22.06,98,100,0.33,EC,1673457187
363,ancud,-41.8697,-73.8203,13.38,62,64,3.93,CL,1673457187
364,manokwari,-0.8667,134.0833,25.69,81,98,0.97,ID,1673457188
365,ayorou,14.7308,0.9174,27.72,10,5,3.96,NE,1673457188
366,peleduy,59.6289,112.7406,-26.81,92,100,4.16,RU,1673457189
367,takoradi,4.8845,-1.7554,28.3,70,4,5.34,GH,1673457189
368,mehran,33.1222,46.1646,12.12,54,0,2.53,IR,1673457189
369,zhigansk,66.7697,123.3711,-34.88,95,100,5.2,RU,1673457190
370,itarema,-2.9248,-39.9167,30.42,60,22,7.93,BR,1673457190
371,fasa,28.9383,53.6482,7.32,62,2,2.62,IR,1673457191
372,dulyapino,57.2578,40.8147,-10.41,91,100,6.74,RU,1673457192
373,pathein,16.7833,94.7333,20.12,78,0,3.03,MM,1673457192
374,sistranda,63.7256,8.834,6.98,71,85,5.12,NO,1673457193
375,kutina,45.475,16.7819,3.63,77,32,0.7,HR,1673457194
376,karpathos,35.507,27.2132,13.98,77,20,7.72,GR,1673457194
377,alta floresta,-9.8756,-56.0861,25.88,83,100,0.23,BR,1673457195
378,lamu,-2.2717,40.902,27.12,84,36,5.27,KE,1673457196
379,pemangkat,1.1667,108.9667,25.32,82,96,0.95,ID,1673457196
380,kahului,20.8947,-156.47,23.8,75,0,2.68,US,1673457197
381,kudahuvadhoo,2.6708,72.8944,26.97,72,100,4.72,MV,1673457197
382,dalian,38.9122,121.6022,3.96,87,0,1.0,CN,1673457070
383,port blair,11.6667,92.75,25.13,73,56,3.4,IN,1673457198
384,alofi,-19.0595,-169.9187,26.07,82,100,5.45,NU,1673457199
385,zhoucheng,35.9122,116.3117,4.31,74,0,2.42,CN,1673457200
386,pandan,14.0453,124.1694,24.98,85,100,6.27,PH,1673457200
387,baiyin,36.5583,104.2081,-1.65,78,11,0.47,CN,1673457201
388,sosnovo-ozerskoye,52.5249,111.5418,-12.8,96,100,2.34,RU,1673457201
389,coahuayana,18.7333,-103.6833,29.73,31,0,1.62,MX,1673457202
390,muli,2.9167,73.5667,27.03,72,98,5.73,MV,1673457202
391,havoysund,70.9963,24.6622,-2.87,81,100,5.87,NO,1673457203
392,aksu,41.1231,80.2644,-1.76,47,99,1.36,CN,1673457203
393,nara,34.6851,135.8049,5.17,39,0,1.1,JP,1673457008
